"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Rapides Parish, LA"	"22079"	"2011"	"2011"	"January"	"1"	143
	"Rapides Parish, LA"	"22079"	"2011"	"2011"	"February"	"2"	127
	"Rapides Parish, LA"	"22079"	"2011"	"2011"	"March"	"3"	164
	"Rapides Parish, LA"	"22079"	"2011"	"2011"	"April"	"4"	165
	"Rapides Parish, LA"	"22079"	"2011"	"2011"	"May"	"5"	167
	"Rapides Parish, LA"	"22079"	"2011"	"2011"	"June"	"6"	146
	"Rapides Parish, LA"	"22079"	"2011"	"2011"	"July"	"7"	147
	"Rapides Parish, LA"	"22079"	"2011"	"2011"	"August"	"8"	146
	"Rapides Parish, LA"	"22079"	"2011"	"2011"	"September"	"9"	169
	"Rapides Parish, LA"	"22079"	"2011"	"2011"	"October"	"10"	144
	"Rapides Parish, LA"	"22079"	"2011"	"2011"	"November"	"11"	160
	"Rapides Parish, LA"	"22079"	"2011"	"2011"	"December"	"12"	147
	"Rapides Parish, LA"	"22079"	"2012"	"2012"	"January"	"1"	150
	"Rapides Parish, LA"	"22079"	"2012"	"2012"	"February"	"2"	139
	"Rapides Parish, LA"	"22079"	"2012"	"2012"	"March"	"3"	140
	"Rapides Parish, LA"	"22079"	"2012"	"2012"	"April"	"4"	148
	"Rapides Parish, LA"	"22079"	"2012"	"2012"	"May"	"5"	140
	"Rapides Parish, LA"	"22079"	"2012"	"2012"	"June"	"6"	139
	"Rapides Parish, LA"	"22079"	"2012"	"2012"	"July"	"7"	137
	"Rapides Parish, LA"	"22079"	"2012"	"2012"	"August"	"8"	161
	"Rapides Parish, LA"	"22079"	"2012"	"2012"	"September"	"9"	160
	"Rapides Parish, LA"	"22079"	"2012"	"2012"	"October"	"10"	153
	"Rapides Parish, LA"	"22079"	"2012"	"2012"	"November"	"11"	161
	"Rapides Parish, LA"	"22079"	"2012"	"2012"	"December"	"12"	162
	"Rapides Parish, LA"	"22079"	"2013"	"2013"	"January"	"1"	139
	"Rapides Parish, LA"	"22079"	"2013"	"2013"	"February"	"2"	130
	"Rapides Parish, LA"	"22079"	"2013"	"2013"	"March"	"3"	160
	"Rapides Parish, LA"	"22079"	"2013"	"2013"	"April"	"4"	118
	"Rapides Parish, LA"	"22079"	"2013"	"2013"	"May"	"5"	149
	"Rapides Parish, LA"	"22079"	"2013"	"2013"	"June"	"6"	146
	"Rapides Parish, LA"	"22079"	"2013"	"2013"	"July"	"7"	150
	"Rapides Parish, LA"	"22079"	"2013"	"2013"	"August"	"8"	162
	"Rapides Parish, LA"	"22079"	"2013"	"2013"	"September"	"9"	177
	"Rapides Parish, LA"	"22079"	"2013"	"2013"	"October"	"10"	162
	"Rapides Parish, LA"	"22079"	"2013"	"2013"	"November"	"11"	134
	"Rapides Parish, LA"	"22079"	"2013"	"2013"	"December"	"12"	167
	"Rapides Parish, LA"	"22079"	"2014"	"2014"	"January"	"1"	144
	"Rapides Parish, LA"	"22079"	"2014"	"2014"	"February"	"2"	164
	"Rapides Parish, LA"	"22079"	"2014"	"2014"	"March"	"3"	148
	"Rapides Parish, LA"	"22079"	"2014"	"2014"	"April"	"4"	167
	"Rapides Parish, LA"	"22079"	"2014"	"2014"	"May"	"5"	135
	"Rapides Parish, LA"	"22079"	"2014"	"2014"	"June"	"6"	145
	"Rapides Parish, LA"	"22079"	"2014"	"2014"	"July"	"7"	164
	"Rapides Parish, LA"	"22079"	"2014"	"2014"	"August"	"8"	171
	"Rapides Parish, LA"	"22079"	"2014"	"2014"	"September"	"9"	178
	"Rapides Parish, LA"	"22079"	"2014"	"2014"	"October"	"10"	154
	"Rapides Parish, LA"	"22079"	"2014"	"2014"	"November"	"11"	174
	"Rapides Parish, LA"	"22079"	"2014"	"2014"	"December"	"12"	177
	"Rapides Parish, LA"	"22079"	"2015"	"2015"	"January"	"1"	140
	"Rapides Parish, LA"	"22079"	"2015"	"2015"	"February"	"2"	151
	"Rapides Parish, LA"	"22079"	"2015"	"2015"	"March"	"3"	163
	"Rapides Parish, LA"	"22079"	"2015"	"2015"	"April"	"4"	138
	"Rapides Parish, LA"	"22079"	"2015"	"2015"	"May"	"5"	152
	"Rapides Parish, LA"	"22079"	"2015"	"2015"	"June"	"6"	119
	"Rapides Parish, LA"	"22079"	"2015"	"2015"	"July"	"7"	154
	"Rapides Parish, LA"	"22079"	"2015"	"2015"	"August"	"8"	152
	"Rapides Parish, LA"	"22079"	"2015"	"2015"	"September"	"9"	173
	"Rapides Parish, LA"	"22079"	"2015"	"2015"	"October"	"10"	158
	"Rapides Parish, LA"	"22079"	"2015"	"2015"	"November"	"11"	143
	"Rapides Parish, LA"	"22079"	"2015"	"2015"	"December"	"12"	179
	"St. Tammany Parish, LA"	"22103"	"2007"	"2007"	"January"	"1"	245
	"St. Tammany Parish, LA"	"22103"	"2007"	"2007"	"February"	"2"	282
	"St. Tammany Parish, LA"	"22103"	"2007"	"2007"	"March"	"3"	258
	"St. Tammany Parish, LA"	"22103"	"2007"	"2007"	"April"	"4"	251
	"St. Tammany Parish, LA"	"22103"	"2007"	"2007"	"May"	"5"	268
	"St. Tammany Parish, LA"	"22103"	"2007"	"2007"	"June"	"6"	235
	"St. Tammany Parish, LA"	"22103"	"2007"	"2007"	"July"	"7"	289
	"St. Tammany Parish, LA"	"22103"	"2007"	"2007"	"August"	"8"	280
	"St. Tammany Parish, LA"	"22103"	"2007"	"2007"	"September"	"9"	287
	"St. Tammany Parish, LA"	"22103"	"2007"	"2007"	"October"	"10"	273
	"St. Tammany Parish, LA"	"22103"	"2007"	"2007"	"November"	"11"	259
	"St. Tammany Parish, LA"	"22103"	"2007"	"2007"	"December"	"12"	283
	"St. Tammany Parish, LA"	"22103"	"2008"	"2008"	"January"	"1"	284
	"St. Tammany Parish, LA"	"22103"	"2008"	"2008"	"February"	"2"	222
	"St. Tammany Parish, LA"	"22103"	"2008"	"2008"	"March"	"3"	253
	"St. Tammany Parish, LA"	"22103"	"2008"	"2008"	"April"	"4"	218
	"St. Tammany Parish, LA"	"22103"	"2008"	"2008"	"May"	"5"	245
	"St. Tammany Parish, LA"	"22103"	"2008"	"2008"	"June"	"6"	259
	"St. Tammany Parish, LA"	"22103"	"2008"	"2008"	"July"	"7"	273
	"St. Tammany Parish, LA"	"22103"	"2008"	"2008"	"August"	"8"	256
	"St. Tammany Parish, LA"	"22103"	"2008"	"2008"	"September"	"9"	240
	"St. Tammany Parish, LA"	"22103"	"2008"	"2008"	"October"	"10"	268
	"St. Tammany Parish, LA"	"22103"	"2008"	"2008"	"November"	"11"	222
	"St. Tammany Parish, LA"	"22103"	"2008"	"2008"	"December"	"12"	253
	"St. Tammany Parish, LA"	"22103"	"2009"	"2009"	"January"	"1"	273
	"St. Tammany Parish, LA"	"22103"	"2009"	"2009"	"February"	"2"	202
	"St. Tammany Parish, LA"	"22103"	"2009"	"2009"	"March"	"3"	249
	"St. Tammany Parish, LA"	"22103"	"2009"	"2009"	"April"	"4"	213
	"St. Tammany Parish, LA"	"22103"	"2009"	"2009"	"May"	"5"	200
	"St. Tammany Parish, LA"	"22103"	"2009"	"2009"	"June"	"6"	251
	"St. Tammany Parish, LA"	"22103"	"2009"	"2009"	"July"	"7"	237
	"St. Tammany Parish, LA"	"22103"	"2009"	"2009"	"August"	"8"	241
	"St. Tammany Parish, LA"	"22103"	"2009"	"2009"	"September"	"9"	268
	"St. Tammany Parish, LA"	"22103"	"2009"	"2009"	"October"	"10"	258
	"St. Tammany Parish, LA"	"22103"	"2009"	"2009"	"November"	"11"	208
	"St. Tammany Parish, LA"	"22103"	"2009"	"2009"	"December"	"12"	210
	"St. Tammany Parish, LA"	"22103"	"2010"	"2010"	"January"	"1"	197
	"St. Tammany Parish, LA"	"22103"	"2010"	"2010"	"February"	"2"	210
	"St. Tammany Parish, LA"	"22103"	"2010"	"2010"	"March"	"3"	237
	"St. Tammany Parish, LA"	"22103"	"2010"	"2010"	"April"	"4"	210
	"St. Tammany Parish, LA"	"22103"	"2010"	"2010"	"May"	"5"	226
	"St. Tammany Parish, LA"	"22103"	"2010"	"2010"	"June"	"6"	213
	"St. Tammany Parish, LA"	"22103"	"2010"	"2010"	"July"	"7"	240
	"St. Tammany Parish, LA"	"22103"	"2010"	"2010"	"August"	"8"	232
	"St. Tammany Parish, LA"	"22103"	"2010"	"2010"	"September"	"9"	245
	"St. Tammany Parish, LA"	"22103"	"2010"	"2010"	"October"	"10"	251
	"St. Tammany Parish, LA"	"22103"	"2010"	"2010"	"November"	"11"	244
	"St. Tammany Parish, LA"	"22103"	"2010"	"2010"	"December"	"12"	236
	"St. Tammany Parish, LA"	"22103"	"2011"	"2011"	"January"	"1"	203
	"St. Tammany Parish, LA"	"22103"	"2011"	"2011"	"February"	"2"	217
	"St. Tammany Parish, LA"	"22103"	"2011"	"2011"	"March"	"3"	215
	"St. Tammany Parish, LA"	"22103"	"2011"	"2011"	"April"	"4"	201
	"St. Tammany Parish, LA"	"22103"	"2011"	"2011"	"May"	"5"	196
	"St. Tammany Parish, LA"	"22103"	"2011"	"2011"	"June"	"6"	227
	"St. Tammany Parish, LA"	"22103"	"2011"	"2011"	"July"	"7"	214
	"St. Tammany Parish, LA"	"22103"	"2011"	"2011"	"August"	"8"	235
	"St. Tammany Parish, LA"	"22103"	"2011"	"2011"	"September"	"9"	228
	"St. Tammany Parish, LA"	"22103"	"2011"	"2011"	"October"	"10"	253
	"St. Tammany Parish, LA"	"22103"	"2011"	"2011"	"November"	"11"	230
	"St. Tammany Parish, LA"	"22103"	"2011"	"2011"	"December"	"12"	203
	"St. Tammany Parish, LA"	"22103"	"2012"	"2012"	"January"	"1"	192
	"St. Tammany Parish, LA"	"22103"	"2012"	"2012"	"February"	"2"	206
	"St. Tammany Parish, LA"	"22103"	"2012"	"2012"	"March"	"3"	234
	"St. Tammany Parish, LA"	"22103"	"2012"	"2012"	"April"	"4"	225
	"St. Tammany Parish, LA"	"22103"	"2012"	"2012"	"May"	"5"	232
	"St. Tammany Parish, LA"	"22103"	"2012"	"2012"	"June"	"6"	224
	"St. Tammany Parish, LA"	"22103"	"2012"	"2012"	"July"	"7"	230
	"St. Tammany Parish, LA"	"22103"	"2012"	"2012"	"August"	"8"	235
	"St. Tammany Parish, LA"	"22103"	"2012"	"2012"	"September"	"9"	241
	"St. Tammany Parish, LA"	"22103"	"2012"	"2012"	"October"	"10"	226
	"St. Tammany Parish, LA"	"22103"	"2012"	"2012"	"November"	"11"	225
	"St. Tammany Parish, LA"	"22103"	"2012"	"2012"	"December"	"12"	205
	"St. Tammany Parish, LA"	"22103"	"2013"	"2013"	"January"	"1"	225
	"St. Tammany Parish, LA"	"22103"	"2013"	"2013"	"February"	"2"	196
	"St. Tammany Parish, LA"	"22103"	"2013"	"2013"	"March"	"3"	228
	"St. Tammany Parish, LA"	"22103"	"2013"	"2013"	"April"	"4"	222
	"St. Tammany Parish, LA"	"22103"	"2013"	"2013"	"May"	"5"	247
	"St. Tammany Parish, LA"	"22103"	"2013"	"2013"	"June"	"6"	208
	"St. Tammany Parish, LA"	"22103"	"2013"	"2013"	"July"	"7"	221
	"St. Tammany Parish, LA"	"22103"	"2013"	"2013"	"August"	"8"	278
	"St. Tammany Parish, LA"	"22103"	"2013"	"2013"	"September"	"9"	271
	"St. Tammany Parish, LA"	"22103"	"2013"	"2013"	"October"	"10"	248
	"St. Tammany Parish, LA"	"22103"	"2013"	"2013"	"November"	"11"	261
	"St. Tammany Parish, LA"	"22103"	"2013"	"2013"	"December"	"12"	249
	"St. Tammany Parish, LA"	"22103"	"2014"	"2014"	"January"	"1"	236
	"St. Tammany Parish, LA"	"22103"	"2014"	"2014"	"February"	"2"	254
	"St. Tammany Parish, LA"	"22103"	"2014"	"2014"	"March"	"3"	234
	"St. Tammany Parish, LA"	"22103"	"2014"	"2014"	"April"	"4"	258
	"St. Tammany Parish, LA"	"22103"	"2014"	"2014"	"May"	"5"	249
	"St. Tammany Parish, LA"	"22103"	"2014"	"2014"	"June"	"6"	231
	"St. Tammany Parish, LA"	"22103"	"2014"	"2014"	"July"	"7"	256
	"St. Tammany Parish, LA"	"22103"	"2014"	"2014"	"August"	"8"	244
	"St. Tammany Parish, LA"	"22103"	"2014"	"2014"	"September"	"9"	245
	"St. Tammany Parish, LA"	"22103"	"2014"	"2014"	"October"	"10"	247
	"St. Tammany Parish, LA"	"22103"	"2014"	"2014"	"November"	"11"	222
	"St. Tammany Parish, LA"	"22103"	"2014"	"2014"	"December"	"12"	287
	"St. Tammany Parish, LA"	"22103"	"2015"	"2015"	"January"	"1"	258
	"St. Tammany Parish, LA"	"22103"	"2015"	"2015"	"February"	"2"	202
	"St. Tammany Parish, LA"	"22103"	"2015"	"2015"	"March"	"3"	248
	"St. Tammany Parish, LA"	"22103"	"2015"	"2015"	"April"	"4"	257
	"St. Tammany Parish, LA"	"22103"	"2015"	"2015"	"May"	"5"	243
	"St. Tammany Parish, LA"	"22103"	"2015"	"2015"	"June"	"6"	244
	"St. Tammany Parish, LA"	"22103"	"2015"	"2015"	"July"	"7"	258
	"St. Tammany Parish, LA"	"22103"	"2015"	"2015"	"August"	"8"	291
	"St. Tammany Parish, LA"	"22103"	"2015"	"2015"	"September"	"9"	274
	"St. Tammany Parish, LA"	"22103"	"2015"	"2015"	"October"	"10"	268
	"St. Tammany Parish, LA"	"22103"	"2015"	"2015"	"November"	"11"	222
	"St. Tammany Parish, LA"	"22103"	"2015"	"2015"	"December"	"12"	248
	"Tangipahoa Parish, LA"	"22105"	"2007"	"2007"	"January"	"1"	157
	"Tangipahoa Parish, LA"	"22105"	"2007"	"2007"	"February"	"2"	154
	"Tangipahoa Parish, LA"	"22105"	"2007"	"2007"	"March"	"3"	156
	"Tangipahoa Parish, LA"	"22105"	"2007"	"2007"	"April"	"4"	131
	"Tangipahoa Parish, LA"	"22105"	"2007"	"2007"	"May"	"5"	160
	"Tangipahoa Parish, LA"	"22105"	"2007"	"2007"	"June"	"6"	148
	"Tangipahoa Parish, LA"	"22105"	"2007"	"2007"	"July"	"7"	187
	"Tangipahoa Parish, LA"	"22105"	"2007"	"2007"	"August"	"8"	188
	"Tangipahoa Parish, LA"	"22105"	"2007"	"2007"	"September"	"9"	170
	"Tangipahoa Parish, LA"	"22105"	"2007"	"2007"	"October"	"10"	162
	"Tangipahoa Parish, LA"	"22105"	"2007"	"2007"	"November"	"11"	145
	"Tangipahoa Parish, LA"	"22105"	"2007"	"2007"	"December"	"12"	148
	"Tangipahoa Parish, LA"	"22105"	"2008"	"2008"	"January"	"1"	156
	"Tangipahoa Parish, LA"	"22105"	"2008"	"2008"	"February"	"2"	153
	"Tangipahoa Parish, LA"	"22105"	"2008"	"2008"	"March"	"3"	146
	"Tangipahoa Parish, LA"	"22105"	"2008"	"2008"	"April"	"4"	160
	"Tangipahoa Parish, LA"	"22105"	"2008"	"2008"	"May"	"5"	157
	"Tangipahoa Parish, LA"	"22105"	"2008"	"2008"	"June"	"6"	145
	"Tangipahoa Parish, LA"	"22105"	"2008"	"2008"	"July"	"7"	163
	"Tangipahoa Parish, LA"	"22105"	"2008"	"2008"	"August"	"8"	169
	"Tangipahoa Parish, LA"	"22105"	"2008"	"2008"	"September"	"9"	188
	"Tangipahoa Parish, LA"	"22105"	"2008"	"2008"	"October"	"10"	152
	"Tangipahoa Parish, LA"	"22105"	"2008"	"2008"	"November"	"11"	167
	"Tangipahoa Parish, LA"	"22105"	"2008"	"2008"	"December"	"12"	174
	"Tangipahoa Parish, LA"	"22105"	"2009"	"2009"	"January"	"1"	164
	"Tangipahoa Parish, LA"	"22105"	"2009"	"2009"	"February"	"2"	142
	"Tangipahoa Parish, LA"	"22105"	"2009"	"2009"	"March"	"3"	148
	"Tangipahoa Parish, LA"	"22105"	"2009"	"2009"	"April"	"4"	140
	"Tangipahoa Parish, LA"	"22105"	"2009"	"2009"	"May"	"5"	159
	"Tangipahoa Parish, LA"	"22105"	"2009"	"2009"	"June"	"6"	146
	"Tangipahoa Parish, LA"	"22105"	"2009"	"2009"	"July"	"7"	149
	"Tangipahoa Parish, LA"	"22105"	"2009"	"2009"	"August"	"8"	170
	"Tangipahoa Parish, LA"	"22105"	"2009"	"2009"	"September"	"9"	156
	"Tangipahoa Parish, LA"	"22105"	"2009"	"2009"	"October"	"10"	165
	"Tangipahoa Parish, LA"	"22105"	"2009"	"2009"	"November"	"11"	142
	"Tangipahoa Parish, LA"	"22105"	"2009"	"2009"	"December"	"12"	154
	"Tangipahoa Parish, LA"	"22105"	"2010"	"2010"	"January"	"1"	151
	"Tangipahoa Parish, LA"	"22105"	"2010"	"2010"	"February"	"2"	152
	"Tangipahoa Parish, LA"	"22105"	"2010"	"2010"	"March"	"3"	159
	"Tangipahoa Parish, LA"	"22105"	"2010"	"2010"	"April"	"4"	129
	"Tangipahoa Parish, LA"	"22105"	"2010"	"2010"	"May"	"5"	129
	"Tangipahoa Parish, LA"	"22105"	"2010"	"2010"	"June"	"6"	138
	"Tangipahoa Parish, LA"	"22105"	"2010"	"2010"	"July"	"7"	154
	"Tangipahoa Parish, LA"	"22105"	"2010"	"2010"	"August"	"8"	141
	"Tangipahoa Parish, LA"	"22105"	"2010"	"2010"	"September"	"9"	182
	"Tangipahoa Parish, LA"	"22105"	"2010"	"2010"	"October"	"10"	162
	"Tangipahoa Parish, LA"	"22105"	"2010"	"2010"	"November"	"11"	163
	"Tangipahoa Parish, LA"	"22105"	"2010"	"2010"	"December"	"12"	174
	"Tangipahoa Parish, LA"	"22105"	"2011"	"2011"	"January"	"1"	129
	"Tangipahoa Parish, LA"	"22105"	"2011"	"2011"	"February"	"2"	155
	"Tangipahoa Parish, LA"	"22105"	"2011"	"2011"	"March"	"3"	137
	"Tangipahoa Parish, LA"	"22105"	"2011"	"2011"	"April"	"4"	156
	"Tangipahoa Parish, LA"	"22105"	"2011"	"2011"	"May"	"5"	136
	"Tangipahoa Parish, LA"	"22105"	"2011"	"2011"	"June"	"6"	160
	"Tangipahoa Parish, LA"	"22105"	"2011"	"2011"	"July"	"7"	158
	"Tangipahoa Parish, LA"	"22105"	"2011"	"2011"	"August"	"8"	168
	"Tangipahoa Parish, LA"	"22105"	"2011"	"2011"	"September"	"9"	164
	"Tangipahoa Parish, LA"	"22105"	"2011"	"2011"	"October"	"10"	144
	"Tangipahoa Parish, LA"	"22105"	"2011"	"2011"	"November"	"11"	163
	"Tangipahoa Parish, LA"	"22105"	"2011"	"2011"	"December"	"12"	181
	"Tangipahoa Parish, LA"	"22105"	"2012"	"2012"	"January"	"1"	158
	"Tangipahoa Parish, LA"	"22105"	"2012"	"2012"	"February"	"2"	145
	"Tangipahoa Parish, LA"	"22105"	"2012"	"2012"	"March"	"3"	146
	"Tangipahoa Parish, LA"	"22105"	"2012"	"2012"	"April"	"4"	166
	"Tangipahoa Parish, LA"	"22105"	"2012"	"2012"	"May"	"5"	160
	"Tangipahoa Parish, LA"	"22105"	"2012"	"2012"	"June"	"6"	142
	"Tangipahoa Parish, LA"	"22105"	"2012"	"2012"	"July"	"7"	195
	"Tangipahoa Parish, LA"	"22105"	"2012"	"2012"	"August"	"8"	163
	"Tangipahoa Parish, LA"	"22105"	"2012"	"2012"	"September"	"9"	171
	"Tangipahoa Parish, LA"	"22105"	"2012"	"2012"	"October"	"10"	173
	"Tangipahoa Parish, LA"	"22105"	"2012"	"2012"	"November"	"11"	157
	"Tangipahoa Parish, LA"	"22105"	"2012"	"2012"	"December"	"12"	155
	"Tangipahoa Parish, LA"	"22105"	"2013"	"2013"	"January"	"1"	175
	"Tangipahoa Parish, LA"	"22105"	"2013"	"2013"	"February"	"2"	148
	"Tangipahoa Parish, LA"	"22105"	"2013"	"2013"	"March"	"3"	147
	"Tangipahoa Parish, LA"	"22105"	"2013"	"2013"	"April"	"4"	141
	"Tangipahoa Parish, LA"	"22105"	"2013"	"2013"	"May"	"5"	156
	"Tangipahoa Parish, LA"	"22105"	"2013"	"2013"	"June"	"6"	146
	"Tangipahoa Parish, LA"	"22105"	"2013"	"2013"	"July"	"7"	155
	"Tangipahoa Parish, LA"	"22105"	"2013"	"2013"	"August"	"8"	161
	"Tangipahoa Parish, LA"	"22105"	"2013"	"2013"	"September"	"9"	178
	"Tangipahoa Parish, LA"	"22105"	"2013"	"2013"	"October"	"10"	186
	"Tangipahoa Parish, LA"	"22105"	"2013"	"2013"	"November"	"11"	159
	"Tangipahoa Parish, LA"	"22105"	"2013"	"2013"	"December"	"12"	184
	"Tangipahoa Parish, LA"	"22105"	"2014"	"2014"	"January"	"1"	180
	"Tangipahoa Parish, LA"	"22105"	"2014"	"2014"	"February"	"2"	150
	"Tangipahoa Parish, LA"	"22105"	"2014"	"2014"	"March"	"3"	153
	"Tangipahoa Parish, LA"	"22105"	"2014"	"2014"	"April"	"4"	149
	"Tangipahoa Parish, LA"	"22105"	"2014"	"2014"	"May"	"5"	153
	"Tangipahoa Parish, LA"	"22105"	"2014"	"2014"	"June"	"6"	146
	"Tangipahoa Parish, LA"	"22105"	"2014"	"2014"	"July"	"7"	152
	"Tangipahoa Parish, LA"	"22105"	"2014"	"2014"	"August"	"8"	166
	"Tangipahoa Parish, LA"	"22105"	"2014"	"2014"	"September"	"9"	180
	"Tangipahoa Parish, LA"	"22105"	"2014"	"2014"	"October"	"10"	159
	"Tangipahoa Parish, LA"	"22105"	"2014"	"2014"	"November"	"11"	172
	"Tangipahoa Parish, LA"	"22105"	"2014"	"2014"	"December"	"12"	178
	"Tangipahoa Parish, LA"	"22105"	"2015"	"2015"	"January"	"1"	154
	"Tangipahoa Parish, LA"	"22105"	"2015"	"2015"	"February"	"2"	132
	"Tangipahoa Parish, LA"	"22105"	"2015"	"2015"	"March"	"3"	169
	"Tangipahoa Parish, LA"	"22105"	"2015"	"2015"	"April"	"4"	148
	"Tangipahoa Parish, LA"	"22105"	"2015"	"2015"	"May"	"5"	138
	"Tangipahoa Parish, LA"	"22105"	"2015"	"2015"	"June"	"6"	178
	"Tangipahoa Parish, LA"	"22105"	"2015"	"2015"	"July"	"7"	184
	"Tangipahoa Parish, LA"	"22105"	"2015"	"2015"	"August"	"8"	176
	"Tangipahoa Parish, LA"	"22105"	"2015"	"2015"	"September"	"9"	194
	"Tangipahoa Parish, LA"	"22105"	"2015"	"2015"	"October"	"10"	171
	"Tangipahoa Parish, LA"	"22105"	"2015"	"2015"	"November"	"11"	160
	"Tangipahoa Parish, LA"	"22105"	"2015"	"2015"	"December"	"12"	182
	"Terrebonne Parish, LA"	"22109"	"2007"	"2007"	"January"	"1"	158
	"Terrebonne Parish, LA"	"22109"	"2007"	"2007"	"February"	"2"	111
	"Terrebonne Parish, LA"	"22109"	"2007"	"2007"	"March"	"3"	118
	"Terrebonne Parish, LA"	"22109"	"2007"	"2007"	"April"	"4"	134
	"Terrebonne Parish, LA"	"22109"	"2007"	"2007"	"May"	"5"	142
	"Terrebonne Parish, LA"	"22109"	"2007"	"2007"	"June"	"6"	147
	"Terrebonne Parish, LA"	"22109"	"2007"	"2007"	"July"	"7"	146
	"Terrebonne Parish, LA"	"22109"	"2007"	"2007"	"August"	"8"	167
	"Terrebonne Parish, LA"	"22109"	"2007"	"2007"	"September"	"9"	157
	"Terrebonne Parish, LA"	"22109"	"2007"	"2007"	"October"	"10"	192
	"Terrebonne Parish, LA"	"22109"	"2007"	"2007"	"November"	"11"	163
	"Terrebonne Parish, LA"	"22109"	"2007"	"2007"	"December"	"12"	167
	"Terrebonne Parish, LA"	"22109"	"2008"	"2008"	"January"	"1"	158
	"Terrebonne Parish, LA"	"22109"	"2008"	"2008"	"February"	"2"	150
	"Terrebonne Parish, LA"	"22109"	"2008"	"2008"	"March"	"3"	138
	"Terrebonne Parish, LA"	"22109"	"2008"	"2008"	"April"	"4"	141
	"Terrebonne Parish, LA"	"22109"	"2008"	"2008"	"May"	"5"	114
	"Terrebonne Parish, LA"	"22109"	"2008"	"2008"	"June"	"6"	126
	"Terrebonne Parish, LA"	"22109"	"2008"	"2008"	"July"	"7"	180
	"Terrebonne Parish, LA"	"22109"	"2008"	"2008"	"August"	"8"	142
	"Terrebonne Parish, LA"	"22109"	"2008"	"2008"	"September"	"9"	159
	"Terrebonne Parish, LA"	"22109"	"2008"	"2008"	"October"	"10"	156
	"Terrebonne Parish, LA"	"22109"	"2008"	"2008"	"November"	"11"	122
	"Terrebonne Parish, LA"	"22109"	"2008"	"2008"	"December"	"12"	169
	"Terrebonne Parish, LA"	"22109"	"2009"	"2009"	"January"	"1"	133
	"Terrebonne Parish, LA"	"22109"	"2009"	"2009"	"February"	"2"	128
	"Terrebonne Parish, LA"	"22109"	"2009"	"2009"	"March"	"3"	143
	"Terrebonne Parish, LA"	"22109"	"2009"	"2009"	"April"	"4"	142
	"Terrebonne Parish, LA"	"22109"	"2009"	"2009"	"May"	"5"	132
	"Terrebonne Parish, LA"	"22109"	"2009"	"2009"	"June"	"6"	171
	"Terrebonne Parish, LA"	"22109"	"2009"	"2009"	"July"	"7"	155
	"Terrebonne Parish, LA"	"22109"	"2009"	"2009"	"August"	"8"	160
	"Terrebonne Parish, LA"	"22109"	"2009"	"2009"	"September"	"9"	140
	"Terrebonne Parish, LA"	"22109"	"2009"	"2009"	"October"	"10"	144
	"Terrebonne Parish, LA"	"22109"	"2009"	"2009"	"November"	"11"	136
	"Terrebonne Parish, LA"	"22109"	"2009"	"2009"	"December"	"12"	160
	"Terrebonne Parish, LA"	"22109"	"2010"	"2010"	"January"	"1"	125
	"Terrebonne Parish, LA"	"22109"	"2010"	"2010"	"February"	"2"	115
	"Terrebonne Parish, LA"	"22109"	"2010"	"2010"	"March"	"3"	127
	"Terrebonne Parish, LA"	"22109"	"2010"	"2010"	"April"	"4"	118
	"Terrebonne Parish, LA"	"22109"	"2010"	"2010"	"May"	"5"	147
	"Terrebonne Parish, LA"	"22109"	"2010"	"2010"	"June"	"6"	129
	"Terrebonne Parish, LA"	"22109"	"2010"	"2010"	"July"	"7"	140
	"Terrebonne Parish, LA"	"22109"	"2010"	"2010"	"August"	"8"	176
	"Terrebonne Parish, LA"	"22109"	"2010"	"2010"	"September"	"9"	162
	"Terrebonne Parish, LA"	"22109"	"2010"	"2010"	"October"	"10"	145
	"Terrebonne Parish, LA"	"22109"	"2010"	"2010"	"November"	"11"	130
	"Terrebonne Parish, LA"	"22109"	"2010"	"2010"	"December"	"12"	161
	"Terrebonne Parish, LA"	"22109"	"2011"	"2011"	"January"	"1"	132
	"Terrebonne Parish, LA"	"22109"	"2011"	"2011"	"February"	"2"	120
	"Terrebonne Parish, LA"	"22109"	"2011"	"2011"	"March"	"3"	125
	"Terrebonne Parish, LA"	"22109"	"2011"	"2011"	"April"	"4"	120
	"Terrebonne Parish, LA"	"22109"	"2011"	"2011"	"May"	"5"	123
	"Terrebonne Parish, LA"	"22109"	"2011"	"2011"	"June"	"6"	140
	"Terrebonne Parish, LA"	"22109"	"2011"	"2011"	"July"	"7"	146
	"Terrebonne Parish, LA"	"22109"	"2011"	"2011"	"August"	"8"	158
	"Terrebonne Parish, LA"	"22109"	"2011"	"2011"	"September"	"9"	156
	"Terrebonne Parish, LA"	"22109"	"2011"	"2011"	"October"	"10"	127
	"Terrebonne Parish, LA"	"22109"	"2011"	"2011"	"November"	"11"	155
	"Terrebonne Parish, LA"	"22109"	"2011"	"2011"	"December"	"12"	147
	"Terrebonne Parish, LA"	"22109"	"2012"	"2012"	"January"	"1"	138
	"Terrebonne Parish, LA"	"22109"	"2012"	"2012"	"February"	"2"	157
	"Terrebonne Parish, LA"	"22109"	"2012"	"2012"	"March"	"3"	115
	"Terrebonne Parish, LA"	"22109"	"2012"	"2012"	"April"	"4"	109
