"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Jefferson County, CO"	"08059"	"2007"	"2007"	"May"	"5"	566
	"Jefferson County, CO"	"08059"	"2007"	"2007"	"June"	"6"	499
	"Jefferson County, CO"	"08059"	"2007"	"2007"	"July"	"7"	565
	"Jefferson County, CO"	"08059"	"2007"	"2007"	"August"	"8"	552
	"Jefferson County, CO"	"08059"	"2007"	"2007"	"September"	"9"	560
	"Jefferson County, CO"	"08059"	"2007"	"2007"	"October"	"10"	514
	"Jefferson County, CO"	"08059"	"2007"	"2007"	"November"	"11"	476
	"Jefferson County, CO"	"08059"	"2007"	"2007"	"December"	"12"	508
	"Jefferson County, CO"	"08059"	"2008"	"2008"	"January"	"1"	491
	"Jefferson County, CO"	"08059"	"2008"	"2008"	"February"	"2"	456
	"Jefferson County, CO"	"08059"	"2008"	"2008"	"March"	"3"	533
	"Jefferson County, CO"	"08059"	"2008"	"2008"	"April"	"4"	496
	"Jefferson County, CO"	"08059"	"2008"	"2008"	"May"	"5"	537
	"Jefferson County, CO"	"08059"	"2008"	"2008"	"June"	"6"	491
	"Jefferson County, CO"	"08059"	"2008"	"2008"	"July"	"7"	592
	"Jefferson County, CO"	"08059"	"2008"	"2008"	"August"	"8"	569
	"Jefferson County, CO"	"08059"	"2008"	"2008"	"September"	"9"	510
	"Jefferson County, CO"	"08059"	"2008"	"2008"	"October"	"10"	476
	"Jefferson County, CO"	"08059"	"2008"	"2008"	"November"	"11"	483
	"Jefferson County, CO"	"08059"	"2008"	"2008"	"December"	"12"	441
	"Jefferson County, CO"	"08059"	"2009"	"2009"	"January"	"1"	427
	"Jefferson County, CO"	"08059"	"2009"	"2009"	"February"	"2"	448
	"Jefferson County, CO"	"08059"	"2009"	"2009"	"March"	"3"	481
	"Jefferson County, CO"	"08059"	"2009"	"2009"	"April"	"4"	515
	"Jefferson County, CO"	"08059"	"2009"	"2009"	"May"	"5"	532
	"Jefferson County, CO"	"08059"	"2009"	"2009"	"June"	"6"	472
	"Jefferson County, CO"	"08059"	"2009"	"2009"	"July"	"7"	521
	"Jefferson County, CO"	"08059"	"2009"	"2009"	"August"	"8"	544
	"Jefferson County, CO"	"08059"	"2009"	"2009"	"September"	"9"	527
	"Jefferson County, CO"	"08059"	"2009"	"2009"	"October"	"10"	487
	"Jefferson County, CO"	"08059"	"2009"	"2009"	"November"	"11"	404
	"Jefferson County, CO"	"08059"	"2009"	"2009"	"December"	"12"	457
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"January"	"1"	437
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"February"	"2"	389
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"March"	"3"	503
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"April"	"4"	503
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"May"	"5"	484
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"June"	"6"	495
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"July"	"7"	519
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"August"	"8"	456
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"September"	"9"	525
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"October"	"10"	473
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"November"	"11"	436
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"December"	"12"	417
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"January"	"1"	418
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"February"	"2"	397
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"March"	"3"	487
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"April"	"4"	472
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"May"	"5"	498
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"June"	"6"	456
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"July"	"7"	505
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"August"	"8"	492
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"September"	"9"	485
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"October"	"10"	433
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"November"	"11"	451
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"December"	"12"	427
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"January"	"1"	433
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"February"	"2"	454
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"March"	"3"	479
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"April"	"4"	465
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"May"	"5"	473
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"June"	"6"	465
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"July"	"7"	510
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"August"	"8"	475
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"September"	"9"	476
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"October"	"10"	491
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"November"	"11"	446
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"December"	"12"	442
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"January"	"1"	427
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"February"	"2"	434
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"March"	"3"	482
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"April"	"4"	476
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"May"	"5"	449
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"June"	"6"	530
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"July"	"7"	544
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"August"	"8"	566
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"September"	"9"	506
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"October"	"10"	508
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"November"	"11"	440
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"December"	"12"	463
	"Jefferson County, CO"	"08059"	"2014"	"2014"	"January"	"1"	461
	"Jefferson County, CO"	"08059"	"2014"	"2014"	"February"	"2"	460
	"Jefferson County, CO"	"08059"	"2014"	"2014"	"March"	"3"	507
	"Jefferson County, CO"	"08059"	"2014"	"2014"	"April"	"4"	495
	"Jefferson County, CO"	"08059"	"2014"	"2014"	"May"	"5"	508
	"Jefferson County, CO"	"08059"	"2014"	"2014"	"June"	"6"	493
	"Jefferson County, CO"	"08059"	"2014"	"2014"	"July"	"7"	507
	"Jefferson County, CO"	"08059"	"2014"	"2014"	"August"	"8"	537
	"Jefferson County, CO"	"08059"	"2014"	"2014"	"September"	"9"	463
	"Jefferson County, CO"	"08059"	"2014"	"2014"	"October"	"10"	469
	"Jefferson County, CO"	"08059"	"2014"	"2014"	"November"	"11"	463
	"Jefferson County, CO"	"08059"	"2014"	"2014"	"December"	"12"	465
	"Jefferson County, CO"	"08059"	"2015"	"2015"	"January"	"1"	496
	"Jefferson County, CO"	"08059"	"2015"	"2015"	"February"	"2"	410
	"Jefferson County, CO"	"08059"	"2015"	"2015"	"March"	"3"	503
	"Jefferson County, CO"	"08059"	"2015"	"2015"	"April"	"4"	524
	"Jefferson County, CO"	"08059"	"2015"	"2015"	"May"	"5"	504
	"Jefferson County, CO"	"08059"	"2015"	"2015"	"June"	"6"	511
	"Jefferson County, CO"	"08059"	"2015"	"2015"	"July"	"7"	521
	"Jefferson County, CO"	"08059"	"2015"	"2015"	"August"	"8"	500
	"Jefferson County, CO"	"08059"	"2015"	"2015"	"September"	"9"	475
	"Jefferson County, CO"	"08059"	"2015"	"2015"	"October"	"10"	522
	"Jefferson County, CO"	"08059"	"2015"	"2015"	"November"	"11"	449
	"Jefferson County, CO"	"08059"	"2015"	"2015"	"December"	"12"	467
	"Larimer County, CO"	"08069"	"2007"	"2007"	"January"	"1"	266
	"Larimer County, CO"	"08069"	"2007"	"2007"	"February"	"2"	267
	"Larimer County, CO"	"08069"	"2007"	"2007"	"March"	"3"	294
	"Larimer County, CO"	"08069"	"2007"	"2007"	"April"	"4"	263
	"Larimer County, CO"	"08069"	"2007"	"2007"	"May"	"5"	303
	"Larimer County, CO"	"08069"	"2007"	"2007"	"June"	"6"	337
	"Larimer County, CO"	"08069"	"2007"	"2007"	"July"	"7"	307
	"Larimer County, CO"	"08069"	"2007"	"2007"	"August"	"8"	320
	"Larimer County, CO"	"08069"	"2007"	"2007"	"September"	"9"	264
	"Larimer County, CO"	"08069"	"2007"	"2007"	"October"	"10"	287
	"Larimer County, CO"	"08069"	"2007"	"2007"	"November"	"11"	287
	"Larimer County, CO"	"08069"	"2007"	"2007"	"December"	"12"	275
	"Larimer County, CO"	"08069"	"2008"	"2008"	"January"	"1"	251
	"Larimer County, CO"	"08069"	"2008"	"2008"	"February"	"2"	250
	"Larimer County, CO"	"08069"	"2008"	"2008"	"March"	"3"	291
	"Larimer County, CO"	"08069"	"2008"	"2008"	"April"	"4"	285
	"Larimer County, CO"	"08069"	"2008"	"2008"	"May"	"5"	316
	"Larimer County, CO"	"08069"	"2008"	"2008"	"June"	"6"	285
	"Larimer County, CO"	"08069"	"2008"	"2008"	"July"	"7"	301
	"Larimer County, CO"	"08069"	"2008"	"2008"	"August"	"8"	287
	"Larimer County, CO"	"08069"	"2008"	"2008"	"September"	"9"	341
	"Larimer County, CO"	"08069"	"2008"	"2008"	"October"	"10"	287
	"Larimer County, CO"	"08069"	"2008"	"2008"	"November"	"11"	282
	"Larimer County, CO"	"08069"	"2008"	"2008"	"December"	"12"	304
	"Larimer County, CO"	"08069"	"2009"	"2009"	"January"	"1"	253
	"Larimer County, CO"	"08069"	"2009"	"2009"	"February"	"2"	286
	"Larimer County, CO"	"08069"	"2009"	"2009"	"March"	"3"	282
	"Larimer County, CO"	"08069"	"2009"	"2009"	"April"	"4"	311
	"Larimer County, CO"	"08069"	"2009"	"2009"	"May"	"5"	323
	"Larimer County, CO"	"08069"	"2009"	"2009"	"June"	"6"	302
	"Larimer County, CO"	"08069"	"2009"	"2009"	"July"	"7"	319
	"Larimer County, CO"	"08069"	"2009"	"2009"	"August"	"8"	284
	"Larimer County, CO"	"08069"	"2009"	"2009"	"September"	"9"	316
	"Larimer County, CO"	"08069"	"2009"	"2009"	"October"	"10"	272
	"Larimer County, CO"	"08069"	"2009"	"2009"	"November"	"11"	279
	"Larimer County, CO"	"08069"	"2009"	"2009"	"December"	"12"	273
	"Larimer County, CO"	"08069"	"2010"	"2010"	"January"	"1"	245
	"Larimer County, CO"	"08069"	"2010"	"2010"	"February"	"2"	270
	"Larimer County, CO"	"08069"	"2010"	"2010"	"March"	"3"	275
	"Larimer County, CO"	"08069"	"2010"	"2010"	"April"	"4"	264
	"Larimer County, CO"	"08069"	"2010"	"2010"	"May"	"5"	277
	"Larimer County, CO"	"08069"	"2010"	"2010"	"June"	"6"	298
	"Larimer County, CO"	"08069"	"2010"	"2010"	"July"	"7"	304
	"Larimer County, CO"	"08069"	"2010"	"2010"	"August"	"8"	288
	"Larimer County, CO"	"08069"	"2010"	"2010"	"September"	"9"	293
	"Larimer County, CO"	"08069"	"2010"	"2010"	"October"	"10"	297
	"Larimer County, CO"	"08069"	"2010"	"2010"	"November"	"11"	266
	"Larimer County, CO"	"08069"	"2010"	"2010"	"December"	"12"	274
	"Larimer County, CO"	"08069"	"2011"	"2011"	"January"	"1"	249
	"Larimer County, CO"	"08069"	"2011"	"2011"	"February"	"2"	228
	"Larimer County, CO"	"08069"	"2011"	"2011"	"March"	"3"	267
	"Larimer County, CO"	"08069"	"2011"	"2011"	"April"	"4"	255
	"Larimer County, CO"	"08069"	"2011"	"2011"	"May"	"5"	294
	"Larimer County, CO"	"08069"	"2011"	"2011"	"June"	"6"	290
	"Larimer County, CO"	"08069"	"2011"	"2011"	"July"	"7"	309
	"Larimer County, CO"	"08069"	"2011"	"2011"	"August"	"8"	306
	"Larimer County, CO"	"08069"	"2011"	"2011"	"September"	"9"	307
	"Larimer County, CO"	"08069"	"2011"	"2011"	"October"	"10"	244
	"Larimer County, CO"	"08069"	"2011"	"2011"	"November"	"11"	280
	"Larimer County, CO"	"08069"	"2011"	"2011"	"December"	"12"	276
	"Larimer County, CO"	"08069"	"2012"	"2012"	"January"	"1"	281
	"Larimer County, CO"	"08069"	"2012"	"2012"	"February"	"2"	238
	"Larimer County, CO"	"08069"	"2012"	"2012"	"March"	"3"	262
	"Larimer County, CO"	"08069"	"2012"	"2012"	"April"	"4"	294
	"Larimer County, CO"	"08069"	"2012"	"2012"	"May"	"5"	294
	"Larimer County, CO"	"08069"	"2012"	"2012"	"June"	"6"	302
	"Larimer County, CO"	"08069"	"2012"	"2012"	"July"	"7"	308
	"Larimer County, CO"	"08069"	"2012"	"2012"	"August"	"8"	294
	"Larimer County, CO"	"08069"	"2012"	"2012"	"September"	"9"	279
	"Larimer County, CO"	"08069"	"2012"	"2012"	"October"	"10"	298
	"Larimer County, CO"	"08069"	"2012"	"2012"	"November"	"11"	264
	"Larimer County, CO"	"08069"	"2012"	"2012"	"December"	"12"	269
	"Larimer County, CO"	"08069"	"2013"	"2013"	"January"	"1"	289
	"Larimer County, CO"	"08069"	"2013"	"2013"	"February"	"2"	227
	"Larimer County, CO"	"08069"	"2013"	"2013"	"March"	"3"	273
	"Larimer County, CO"	"08069"	"2013"	"2013"	"April"	"4"	258
	"Larimer County, CO"	"08069"	"2013"	"2013"	"May"	"5"	315
	"Larimer County, CO"	"08069"	"2013"	"2013"	"June"	"6"	291
	"Larimer County, CO"	"08069"	"2013"	"2013"	"July"	"7"	288
	"Larimer County, CO"	"08069"	"2013"	"2013"	"August"	"8"	292
	"Larimer County, CO"	"08069"	"2013"	"2013"	"September"	"9"	307
	"Larimer County, CO"	"08069"	"2013"	"2013"	"October"	"10"	289
	"Larimer County, CO"	"08069"	"2013"	"2013"	"November"	"11"	284
	"Larimer County, CO"	"08069"	"2013"	"2013"	"December"	"12"	260
	"Larimer County, CO"	"08069"	"2014"	"2014"	"January"	"1"	275
	"Larimer County, CO"	"08069"	"2014"	"2014"	"February"	"2"	269
	"Larimer County, CO"	"08069"	"2014"	"2014"	"March"	"3"	266
	"Larimer County, CO"	"08069"	"2014"	"2014"	"April"	"4"	319
	"Larimer County, CO"	"08069"	"2014"	"2014"	"May"	"5"	309
	"Larimer County, CO"	"08069"	"2014"	"2014"	"June"	"6"	314
	"Larimer County, CO"	"08069"	"2014"	"2014"	"July"	"7"	317
	"Larimer County, CO"	"08069"	"2014"	"2014"	"August"	"8"	288
	"Larimer County, CO"	"08069"	"2014"	"2014"	"September"	"9"	300
	"Larimer County, CO"	"08069"	"2014"	"2014"	"October"	"10"	257
	"Larimer County, CO"	"08069"	"2014"	"2014"	"November"	"11"	248
	"Larimer County, CO"	"08069"	"2014"	"2014"	"December"	"12"	300
	"Larimer County, CO"	"08069"	"2015"	"2015"	"January"	"1"	258
	"Larimer County, CO"	"08069"	"2015"	"2015"	"February"	"2"	254
	"Larimer County, CO"	"08069"	"2015"	"2015"	"March"	"3"	290
	"Larimer County, CO"	"08069"	"2015"	"2015"	"April"	"4"	318
	"Larimer County, CO"	"08069"	"2015"	"2015"	"May"	"5"	284
	"Larimer County, CO"	"08069"	"2015"	"2015"	"June"	"6"	301
	"Larimer County, CO"	"08069"	"2015"	"2015"	"July"	"7"	307
	"Larimer County, CO"	"08069"	"2015"	"2015"	"August"	"8"	324
	"Larimer County, CO"	"08069"	"2015"	"2015"	"September"	"9"	296
	"Larimer County, CO"	"08069"	"2015"	"2015"	"October"	"10"	297
	"Larimer County, CO"	"08069"	"2015"	"2015"	"November"	"11"	263
	"Larimer County, CO"	"08069"	"2015"	"2015"	"December"	"12"	293
	"Mesa County, CO"	"08077"	"2007"	"2007"	"January"	"1"	172
	"Mesa County, CO"	"08077"	"2007"	"2007"	"February"	"2"	148
	"Mesa County, CO"	"08077"	"2007"	"2007"	"March"	"3"	182
	"Mesa County, CO"	"08077"	"2007"	"2007"	"April"	"4"	158
	"Mesa County, CO"	"08077"	"2007"	"2007"	"May"	"5"	177
	"Mesa County, CO"	"08077"	"2007"	"2007"	"June"	"6"	188
	"Mesa County, CO"	"08077"	"2007"	"2007"	"July"	"7"	199
	"Mesa County, CO"	"08077"	"2007"	"2007"	"August"	"8"	184
	"Mesa County, CO"	"08077"	"2007"	"2007"	"September"	"9"	161
	"Mesa County, CO"	"08077"	"2007"	"2007"	"October"	"10"	200
	"Mesa County, CO"	"08077"	"2007"	"2007"	"November"	"11"	164
	"Mesa County, CO"	"08077"	"2007"	"2007"	"December"	"12"	169
	"Mesa County, CO"	"08077"	"2008"	"2008"	"January"	"1"	154
	"Mesa County, CO"	"08077"	"2008"	"2008"	"February"	"2"	152
	"Mesa County, CO"	"08077"	"2008"	"2008"	"March"	"3"	165
	"Mesa County, CO"	"08077"	"2008"	"2008"	"April"	"4"	177
	"Mesa County, CO"	"08077"	"2008"	"2008"	"May"	"5"	192
	"Mesa County, CO"	"08077"	"2008"	"2008"	"June"	"6"	149
	"Mesa County, CO"	"08077"	"2008"	"2008"	"July"	"7"	191
	"Mesa County, CO"	"08077"	"2008"	"2008"	"August"	"8"	158
	"Mesa County, CO"	"08077"	"2008"	"2008"	"September"	"9"	201
	"Mesa County, CO"	"08077"	"2008"	"2008"	"October"	"10"	136
	"Mesa County, CO"	"08077"	"2008"	"2008"	"November"	"11"	168
	"Mesa County, CO"	"08077"	"2008"	"2008"	"December"	"12"	168
	"Mesa County, CO"	"08077"	"2009"	"2009"	"January"	"1"	164
	"Mesa County, CO"	"08077"	"2009"	"2009"	"February"	"2"	170
	"Mesa County, CO"	"08077"	"2009"	"2009"	"March"	"3"	177
	"Mesa County, CO"	"08077"	"2009"	"2009"	"April"	"4"	185
	"Mesa County, CO"	"08077"	"2009"	"2009"	"May"	"5"	155
	"Mesa County, CO"	"08077"	"2009"	"2009"	"June"	"6"	175
	"Mesa County, CO"	"08077"	"2009"	"2009"	"July"	"7"	174
	"Mesa County, CO"	"08077"	"2009"	"2009"	"August"	"8"	182
	"Mesa County, CO"	"08077"	"2009"	"2009"	"September"	"9"	194
	"Mesa County, CO"	"08077"	"2009"	"2009"	"October"	"10"	191
	"Mesa County, CO"	"08077"	"2009"	"2009"	"November"	"11"	173
	"Mesa County, CO"	"08077"	"2009"	"2009"	"December"	"12"	163
	"Mesa County, CO"	"08077"	"2010"	"2010"	"January"	"1"	150
	"Mesa County, CO"	"08077"	"2010"	"2010"	"February"	"2"	141
	"Mesa County, CO"	"08077"	"2010"	"2010"	"March"	"3"	179
	"Mesa County, CO"	"08077"	"2010"	"2010"	"April"	"4"	149
	"Mesa County, CO"	"08077"	"2010"	"2010"	"May"	"5"	164
	"Mesa County, CO"	"08077"	"2010"	"2010"	"June"	"6"	162
	"Mesa County, CO"	"08077"	"2010"	"2010"	"July"	"7"	146
	"Mesa County, CO"	"08077"	"2010"	"2010"	"August"	"8"	177
	"Mesa County, CO"	"08077"	"2010"	"2010"	"September"	"9"	158
	"Mesa County, CO"	"08077"	"2010"	"2010"	"October"	"10"	185
	"Mesa County, CO"	"08077"	"2010"	"2010"	"November"	"11"	142
	"Mesa County, CO"	"08077"	"2010"	"2010"	"December"	"12"	152
	"Mesa County, CO"	"08077"	"2011"	"2011"	"January"	"1"	143
	"Mesa County, CO"	"08077"	"2011"	"2011"	"February"	"2"	151
	"Mesa County, CO"	"08077"	"2011"	"2011"	"March"	"3"	150
	"Mesa County, CO"	"08077"	"2011"	"2011"	"April"	"4"	154
	"Mesa County, CO"	"08077"	"2011"	"2011"	"May"	"5"	169
	"Mesa County, CO"	"08077"	"2011"	"2011"	"June"	"6"	181
	"Mesa County, CO"	"08077"	"2011"	"2011"	"July"	"7"	162
	"Mesa County, CO"	"08077"	"2011"	"2011"	"August"	"8"	163
	"Mesa County, CO"	"08077"	"2011"	"2011"	"September"	"9"	164
	"Mesa County, CO"	"08077"	"2011"	"2011"	"October"	"10"	158
	"Mesa County, CO"	"08077"	"2011"	"2011"	"November"	"11"	139
	"Mesa County, CO"	"08077"	"2011"	"2011"	"December"	"12"	144
	"Mesa County, CO"	"08077"	"2012"	"2012"	"January"	"1"	135
	"Mesa County, CO"	"08077"	"2012"	"2012"	"February"	"2"	134
	"Mesa County, CO"	"08077"	"2012"	"2012"	"March"	"3"	163
	"Mesa County, CO"	"08077"	"2012"	"2012"	"April"	"4"	153
	"Mesa County, CO"	"08077"	"2012"	"2012"	"May"	"5"	172
	"Mesa County, CO"	"08077"	"2012"	"2012"	"June"	"6"	131
	"Mesa County, CO"	"08077"	"2012"	"2012"	"July"	"7"	147
	"Mesa County, CO"	"08077"	"2012"	"2012"	"August"	"8"	187
	"Mesa County, CO"	"08077"	"2012"	"2012"	"September"	"9"	169
	"Mesa County, CO"	"08077"	"2012"	"2012"	"October"	"10"	161
	"Mesa County, CO"	"08077"	"2012"	"2012"	"November"	"11"	157
	"Mesa County, CO"	"08077"	"2012"	"2012"	"December"	"12"	135
	"Mesa County, CO"	"08077"	"2013"	"2013"	"January"	"1"	149
	"Mesa County, CO"	"08077"	"2013"	"2013"	"February"	"2"	130
	"Mesa County, CO"	"08077"	"2013"	"2013"	"March"	"3"	154
	"Mesa County, CO"	"08077"	"2013"	"2013"	"April"	"4"	157
	"Mesa County, CO"	"08077"	"2013"	"2013"	"May"	"5"	150
	"Mesa County, CO"	"08077"	"2013"	"2013"	"June"	"6"	162
	"Mesa County, CO"	"08077"	"2013"	"2013"	"July"	"7"	160
	"Mesa County, CO"	"08077"	"2013"	"2013"	"August"	"8"	136
	"Mesa County, CO"	"08077"	"2013"	"2013"	"September"	"9"	141
	"Mesa County, CO"	"08077"	"2013"	"2013"	"October"	"10"	153
	"Mesa County, CO"	"08077"	"2013"	"2013"	"November"	"11"	158
	"Mesa County, CO"	"08077"	"2013"	"2013"	"December"	"12"	159
	"Mesa County, CO"	"08077"	"2014"	"2014"	"January"	"1"	138
	"Mesa County, CO"	"08077"	"2014"	"2014"	"February"	"2"	162
	"Mesa County, CO"	"08077"	"2014"	"2014"	"March"	"3"	145
	"Mesa County, CO"	"08077"	"2014"	"2014"	"April"	"4"	141
	"Mesa County, CO"	"08077"	"2014"	"2014"	"May"	"5"	149
	"Mesa County, CO"	"08077"	"2014"	"2014"	"June"	"6"	120
	"Mesa County, CO"	"08077"	"2014"	"2014"	"July"	"7"	182
	"Mesa County, CO"	"08077"	"2014"	"2014"	"August"	"8"	149
	"Mesa County, CO"	"08077"	"2014"	"2014"	"September"	"9"	166
	"Mesa County, CO"	"08077"	"2014"	"2014"	"October"	"10"	146
	"Mesa County, CO"	"08077"	"2014"	"2014"	"November"	"11"	132
	"Mesa County, CO"	"08077"	"2014"	"2014"	"December"	"12"	137
	"Mesa County, CO"	"08077"	"2015"	"2015"	"January"	"1"	147
	"Mesa County, CO"	"08077"	"2015"	"2015"	"February"	"2"	144
	"Mesa County, CO"	"08077"	"2015"	"2015"	"March"	"3"	146
	"Mesa County, CO"	"08077"	"2015"	"2015"	"April"	"4"	143
	"Mesa County, CO"	"08077"	"2015"	"2015"	"May"	"5"	155
	"Mesa County, CO"	"08077"	"2015"	"2015"	"June"	"6"	181
	"Mesa County, CO"	"08077"	"2015"	"2015"	"July"	"7"	128
	"Mesa County, CO"	"08077"	"2015"	"2015"	"August"	"8"	141
	"Mesa County, CO"	"08077"	"2015"	"2015"	"September"	"9"	133
	"Mesa County, CO"	"08077"	"2015"	"2015"	"October"	"10"	160
	"Mesa County, CO"	"08077"	"2015"	"2015"	"November"	"11"	133
	"Mesa County, CO"	"08077"	"2015"	"2015"	"December"	"12"	128
	"Pueblo County, CO"	"08101"	"2007"	"2007"	"January"	"1"	172
	"Pueblo County, CO"	"08101"	"2007"	"2007"	"February"	"2"	158
	"Pueblo County, CO"	"08101"	"2007"	"2007"	"March"	"3"	196
	"Pueblo County, CO"	"08101"	"2007"	"2007"	"April"	"4"	167
	"Pueblo County, CO"	"08101"	"2007"	"2007"	"May"	"5"	185
	"Pueblo County, CO"	"08101"	"2007"	"2007"	"June"	"6"	195
	"Pueblo County, CO"	"08101"	"2007"	"2007"	"July"	"7"	187
	"Pueblo County, CO"	"08101"	"2007"	"2007"	"August"	"8"	185
	"Pueblo County, CO"	"08101"	"2007"	"2007"	"September"	"9"	165
	"Pueblo County, CO"	"08101"	"2007"	"2007"	"October"	"10"	195
	"Pueblo County, CO"	"08101"	"2007"	"2007"	"November"	"11"	170
	"Pueblo County, CO"	"08101"	"2007"	"2007"	"December"	"12"	185
	"Pueblo County, CO"	"08101"	"2008"	"2008"	"January"	"1"	172
	"Pueblo County, CO"	"08101"	"2008"	"2008"	"February"	"2"	154
	"Pueblo County, CO"	"08101"	"2008"	"2008"	"March"	"3"	208
	"Pueblo County, CO"	"08101"	"2008"	"2008"	"April"	"4"	175
	"Pueblo County, CO"	"08101"	"2008"	"2008"	"May"	"5"	190
	"Pueblo County, CO"	"08101"	"2008"	"2008"	"June"	"6"	190
	"Pueblo County, CO"	"08101"	"2008"	"2008"	"July"	"7"	199
	"Pueblo County, CO"	"08101"	"2008"	"2008"	"August"	"8"	174
	"Pueblo County, CO"	"08101"	"2008"	"2008"	"September"	"9"	172
	"Pueblo County, CO"	"08101"	"2008"	"2008"	"October"	"10"	161
	"Pueblo County, CO"	"08101"	"2008"	"2008"	"November"	"11"	163
	"Pueblo County, CO"	"08101"	"2008"	"2008"	"December"	"12"	172
	"Pueblo County, CO"	"08101"	"2009"	"2009"	"January"	"1"	182
	"Pueblo County, CO"	"08101"	"2009"	"2009"	"February"	"2"	140
	"Pueblo County, CO"	"08101"	"2009"	"2009"	"March"	"3"	167
	"Pueblo County, CO"	"08101"	"2009"	"2009"	"April"	"4"	170
	"Pueblo County, CO"	"08101"	"2009"	"2009"	"May"	"5"	156
	"Pueblo County, CO"	"08101"	"2009"	"2009"	"June"	"6"	192
	"Pueblo County, CO"	"08101"	"2009"	"2009"	"July"	"7"	203
	"Pueblo County, CO"	"08101"	"2009"	"2009"	"August"	"8"	178
	"Pueblo County, CO"	"08101"	"2009"	"2009"	"September"	"9"	191
	"Pueblo County, CO"	"08101"	"2009"	"2009"	"October"	"10"	163
	"Pueblo County, CO"	"08101"	"2009"	"2009"	"November"	"11"	154
	"Pueblo County, CO"	"08101"	"2009"	"2009"	"December"	"12"	167
	"Pueblo County, CO"	"08101"	"2010"	"2010"	"January"	"1"	157
